sexo,estado_civil,grupo_depend,x_nem,leng,mate,cien,beca,edad,jefe_familia,nem,educpadre,educmadre
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,531,485,483,1,19,Padre de postulante,5.6999998,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,548,603,520,0,19,Madre del postulante,5.9000001,13,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,488,469,492,0,20,Padre de postulante,5.4000001,11,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,641,573,532,1,19,Padre de postulante,5.9000001,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),47,310,327,473,0,19,Madre del postulante,4.6999998,2,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,472,584,527,0,18,Padre de postulante,6.1999998,14,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,453,529,520,0,19,Padre de postulante,6.3000002,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,453,448,319,0,19,Padre de postulante,5.6999998,3,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,298,246,371,0,21,Padre de postulante,5,4,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,501,565,557,0,19,Padre de postulante,5.5,3,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,600,648,568,0,19,Padre de postulante,6.3000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,542,573,483,0,19,Padre de postulante,5.5,7,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,506,552,461,0,18,Padre de postulante,5.4000001,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,494,561,492,0,19,Padre de postulante,5.6999998,2,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),49,453,477,499,0,18,Padre de postulante,4.9000001,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,531,513,499,0,18,Madre del postulante,5.3000002,14,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,433,513,392,0,19,Padre de postulante,6,3,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,448,506,483,0,18,Padre de postulante,6.1999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,605,659,583,0,18,Madre del postulante,6.3000002,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,427,372,347,1,19,Padre de postulante,6.1999998,3,3
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,343,391,414,0,19,Padre de postulante,5.4000001,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,460,301,431,0,18,Padre de postulante,5.3000002,3,2
Masculino,Soltero,Particular Pagado (Dependencia 4),60,694,681,598,0,19,Padre de postulante,6,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,537,617,514,0,19,Padre de postulante,5.1999998,14,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,343,391,392,0,19,Padre de postulante,5.9000001,2,2
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,477,552,431,0,19,Madre del postulante,5.9000001,4,3
Femenino,Soltero,Particular Pagado (Dependencia 4),60,573,603,538,0,19,Madre del postulante,6,14,11
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,510,589,483,0,19,Padre de postulante,5.4000001,3,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,483,552,461,0,19,Padre de postulante,6,14,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,662,617,483,0,19,Madre del postulante,6,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),65,694,685,678,0,18,Padre de postulante,6.5,11,6
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,389,408,319,1,18,Padre de postulante,6.1999998,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),45,298,436,319,0,19,Padre de postulante,4.5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,322,459,371,0,19,Madre del postulante,5.3000002,3,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,531,596,557,0,19,Padre de postulante,5.9000001,14,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),65,589,681,661,1,19,Madre del postulante,6.5,2,5
Femenino,Soltero,Particular Pagado (Dependencia 4),54,552,576,483,0,18,Padre de postulante,5.4000001,14,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,548,634,564,0,19,Padre de postulante,5.9000001,5,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,510,552,527,0,18,Madre del postulante,5.4000001,5,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,521,529,572,0,19,Madre del postulante,5.6999998,14,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,483,493,347,0,19,Madre del postulante,5.4000001,7,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,465,408,392,0,19,Padre de postulante,5.0999999,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",49,465,372,492,0,18,Abuelo(a),4.9000001,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,472,573,538,0,18,Padre de postulante,6,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,322,274,448,0,19,Padre de postulante,5.3000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,494,493,527,0,18,Madre del postulante,5.6999998,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,465,548,542,0,18,Padre de postulante,6.0999999,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,433,477,319,0,19,Padre de postulante,5,11,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,472,436,483,0,18,Padre de postulante,5.9000001,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),63,616,696,670,0,19,Padre de postulante,6.3000002,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,284,327,414,0,21,Padre de postulante,5.6999998,2,1
Masculino,Soltero,Particular Subvencionado (Dependencia 3),61,655,606,572,0,19,,6.0999999,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,635,634,590,0,19,Padre de postulante,5.9000001,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),67,747,696,695,0,19,Padre de postulante,6.6999998,14,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,542,529,431,0,19,Abuelo(a),6.1999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,537,543,514,0,19,Padre de postulante,5.5,5,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,427,448,431,0,19,Padre de postulante,5.5,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,465,506,448,0,21,Madre del postulante,5.5999999,5,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,472,485,527,0,18,Padre de postulante,5.8000002,4,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,537,524,507,0,18,Padre de postulante,5.6999998,4,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,420,569,499,0,20,Abuelo(a),5.8000002,11,5
Femenino,Soltero,Particular Pagado (Dependencia 4),65,725,715,670,0,19,Padre de postulante,6.5,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,537,584,520,0,19,Madre del postulante,5.8000002,4,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,537,565,473,0,18,Padre de postulante,6,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),65,715,757,713,0,19,Padre de postulante,6.5,14,11
Femenino,Soltero,Particular Pagado (Dependencia 4),63,725,656,596,0,18,Madre del postulante,6.3000002,14,14
Masculino,Soltero,Particular Pagado (Dependencia 4),65,736,722,734,0,19,Padre de postulante,6.5,14,13
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",66,552,543,414,1,19,Padre de postulante,6.5999999,2,4
Femenino,Soltero,Particular Pagado (Dependencia 4),56,573,651,461,0,19,Padre de postulante,5.5999999,14,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,548,561,431,0,18,Madre del postulante,5.3000002,14,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,501,513,552,0,18,Padre de postulante,5.3000002,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,678,634,614,0,19,Padre de postulante,6,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,284,327,414,0,19,Padre de postulante,5.0999999,3,3
Masculino,Soltero,Particular Pagado (Dependencia 4),54,600,620,473,0,19,Padre de postulante,5.4000001,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",49,448,301,347,0,19,Padre de postulante,4.9000001,5,1
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,527,543,499,0,18,Madre del postulante,5.5999999,4,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,527,613,461,0,19,Madre del postulante,5.4000001,14,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",66,594,557,583,1,19,Abuelo(a),6.5999999,2,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,563,485,542,0,18,Padre de postulante,5.8000002,5,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,343,391,319,0,19,Madre del postulante,5.1999998,4,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,389,506,448,0,18,Padre de postulante,5,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",66,628,640,614,1,18,Padre de postulante,6.5999999,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,678,656,586,0,19,Madre del postulante,6.1999998,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,622,648,579,0,19,Padre de postulante,6.1999998,7,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,363,448,371,0,19,Padre de postulante,5.3000002,11,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,460,448,431,0,18,Madre del postulante,5.5999999,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,433,543,499,0,19,Madre del postulante,5.8000002,7,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,310,301,392,0,20,Padre de postulante,5,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,488,422,414,0,18,Padre de postulante,6,3,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,568,620,548,0,18,Madre del postulante,5.8000002,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,433,506,514,0,18,Padre de postulante,6.1999998,2,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,363,422,289,0,19,Madre del postulante,6,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,413,469,392,0,19,Padre de postulante,5.6999998,3,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,433,535,392,0,19,Padre de postulante,5.1999998,12,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,641,596,583,0,19,Padre de postulante,5.8000002,11,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",49,440,422,272,0,19,Padre de postulante,4.9000001,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,622,620,617,0,19,Padre de postulante,5.8000002,12,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,516,513,527,0,18,Padre de postulante,5.5999999,3,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,506,518,514,0,18,Padre de postulante,5.3000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,322,372,492,0,19,Madre del postulante,5.5,13,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,494,518,414,0,19,Madre del postulante,5.6999998,2,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,552,561,593,0,19,Padre de postulante,5.5999999,7,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),67,589,729,590,1,19,Madre del postulante,6.6999998,3,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,563,565,520,0,19,Madre del postulante,6,7,7
Masculino,Soltero,Particular Pagado (Dependencia 4),61,678,715,614,0,19,Padre de postulante,6.0999999,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,611,630,572,0,19,Padre de postulante,5.6999998,14,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,353,499,371,0,19,Padre de postulante,5.4000001,13,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,563,613,579,0,19,Madre del postulante,6,13,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,472,518,347,0,18,Padre de postulante,5.3000002,3,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,563,573,461,0,18,Padre de postulante,5.5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,343,408,392,0,19,Madre del postulante,5.0999999,12,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,563,529,568,0,19,Padre de postulante,5.6999998,7,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,420,422,392,0,18,Padre de postulante,5.6999998,7,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,583,603,598,0,19,Otra persona,5.8000002,12,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,579,569,532,0,19,Padre de postulante,6,4,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),49,433,448,392,0,19,Madre del postulante,4.9000001,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,516,539,572,1,19,Padre de postulante,6.1999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,516,573,514,0,18,Padre de postulante,5.8000002,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,448,485,499,0,18,Padre de postulante,5.6999998,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,594,757,598,0,19,Padre de postulante,6,14,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,440,493,499,0,19,Padre de postulante,5.3000002,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,465,459,431,0,19,Padre de postulante,5,4,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,353,301,347,0,19,Padre de postulante,5.5999999,3,2
Masculino,Casado,Particular Subvencionado (Dependencia 3),49,483,506,461,0,19,Padre de postulante,4.9000001,11,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,343,351,392,0,19,Padre de postulante,5.5,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,413,557,431,0,19,Padre de postulante,5.5999999,3,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,382,469,473,0,20,Padre de postulante,5.3000002,2,3
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,465,408,461,0,19,Madre del postulante,5.9000001,4,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",65,678,637,637,1,18,Padre de postulante,6.5,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,440,493,448,0,19,Padre de postulante,5.1999998,5,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,552,640,552,0,19,Padre de postulante,5.8000002,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,600,600,561,0,18,Madre del postulante,5.6999998,13,11
Femenino,Soltero,Particular Pagado (Dependencia 4),66,747,677,713,0,18,Padre de postulante,6.5999999,13,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,363,573,483,0,19,Padre de postulante,5.5999999,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,405,459,319,0,19,Padre de postulante,5.0999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,488,448,461,0,19,Madre del postulante,5.5,4,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,568,351,371,0,19,Padre de postulante,5.1999998,1,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,433,469,371,0,19,Padre de postulante,5.8000002,4,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,440,372,448,0,19,Padre de postulante,6.0999999,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,494,448,392,0,18,Padre de postulante,5.6999998,2,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,521,603,520,0,19,Padre de postulante,5.8000002,3,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,548,552,564,0,19,Madre del postulante,6.1999998,6,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,453,448,507,0,19,Madre del postulante,5.5,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,694,644,611,0,19,Madre del postulante,5.8000002,5,5
Femenino,Soltero,Particular Pagado (Dependencia 4),55,611,663,593,0,19,Madre del postulante,5.5,14,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),67,537,535,473,1,19,Madre del postulante,6.6999998,2,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,397,372,392,0,19,Padre de postulante,5.0999999,4,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,605,696,614,0,18,Madre del postulante,5.8000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,397,408,272,0,20,Madre del postulante,5.4000001,4,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,548,561,499,1,19,Padre de postulante,6.1999998,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",49,322,408,347,0,19,Padre de postulante,4.9000001,3,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,704,668,667,0,19,,6,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),65,506,561,527,1,18,Padre de postulante,6.5,3,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,655,702,602,0,19,Padre de postulante,6,14,13
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,589,624,552,0,18,Madre del postulante,6,7,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,460,459,499,0,19,Padre de postulante,5.1999998,7,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,548,485,514,1,18,Padre de postulante,5.8000002,4,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,616,613,575,0,19,Padre de postulante,6.0999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,433,391,347,0,18,Abuelo(a),5.9000001,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,397,493,448,0,18,Padre de postulante,5.8000002,4,5
Masculino,Soltero,Particular Pagado (Dependencia 4),55,537,506,642,0,19,Padre de postulante,5.5,11,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,605,600,527,1,18,Padre de postulante,6,2,4
Masculino,Soltero,Particular Pagado (Dependencia 4),57,600,746,642,0,19,Padre de postulante,5.6999998,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,427,499,319,0,19,Padre de postulante,5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),46,488,422,414,0,19,Madre del postulante,4.5999999,4,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,579,543,527,0,19,Padre de postulante,5.4000001,7,14
Femenino,Soltero,Particular Pagado (Dependencia 4),61,594,606,431,0,18,Padre de postulante,6.0999999,14,14
Masculino,Soltero,Particular Pagado (Dependencia 4),62,747,769,673,0,18,Padre de postulante,6.1999998,14,5
Femenino,Soltero,Particular Pagado (Dependencia 4),61,694,729,564,0,19,Padre de postulante,6.0999999,14,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,363,391,431,0,19,Padre de postulante,6,2,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,527,589,483,0,19,Padre de postulante,5.6999998,2,4
Femenino,Soltero,Particular Pagado (Dependencia 4),64,548,663,631,0,19,Madre del postulante,6.4000001,13,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,600,561,542,0,19,Padre de postulante,6.1999998,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,420,422,414,0,19,Padre de postulante,5.1999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,472,422,347,0,18,Padre de postulante,5.3000002,12,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,477,529,431,0,19,Padre de postulante,6,2,2
